RegionID,SizeRank,RegionName,RegionType,StateName,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021,1/31/2022,2/28/2022,3/31/2022,4/30/2022,5/31/2022,6/30/2022,7/31/2022,8/31/2022,9/30/2022,10/31/2022,11/30/2022,12/31/2022
395119,234,"St. George, UT",msa,UT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259940,256741,254926,250387,246381,242735,239251,236044,231629,227355,223520,221280,220358,219935,219609,218902,217475,215174,212580,210505,209136,207831,206358,204415,203356,204324,205526,206628,206284,206378,205801,205576,205443,205909,206209,206208,205697,204297,204254,205261,207660,209509,210517,211441,212551,214416,216263,217585,219221,220511,221921,223795,226056,229005,231736,234494,236436,237634,238948,240510,241867,242795,243983,245854,247856,249418,249975,250154,250563,250871,251392,251617,252292,252853,253151,253923,254816,255837,256965,257416,257414,257271,257981,258898,259213,260214,261451,263409,264849,266016,266595,267686,269399,271982,273885,276050,277719,278481,278502,278980,280495,282702,284609,286829,288920,291224,293485,296482,299482,302571,305496,308710,311621,313841,314770,316724,318809,321534,323965,326283,328382,329634,330241,330941,332118,333277,334420,335490,336750,337818,338054,338870,340399,342784,344963,346871,348251,350207,352072,355549,358992,362728,366243,371055,376706,382985,390905,400778,412805,426162,441956,460093,478438,493498,505965,516593,527966,537805,544617,548764,553924,561853,569513,574737,571631,566087,557512,551432,548113
394386,235,"Billings, MT",msa,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201990,201775,201969,201986,201598,201020,200587,200704,200699,200823,200400,199979,199257,199020,199516,200574,202350,203567,204214,204538,204895,205094,205008,204664,204280,203292,202927,203183,204365,204661,204969,204096,203991,203627,203959,203780,203771,203941,204366,204918,205111,206264,207493,209614,210734,211487,212179,212997,213895,214486,215269,216301,217194,218715,219763,220524,220364,221078,223606,225286,226774,226919,228587,229780,230876,233023,236908,239121,241473,241432,242243,241661,241567,242325,242268,242476,243105,245215,245643,245832,243902,243989,243523,243588,242443,241550,241745,242335,242897,241617,241122,241073,241527,240881,240278,241008,242955,244788,245756,246705,246624,246622,245483,245252,245839,247079,248493,249136,248826,248993,248515,249113,249722,251354,252407,252574,252629,253598,255324,256913,259399,260939,262934,263000,262271,261954,260729,262320,261903,262047,261150,262543,265133,266841,268709,270788,273649,271290,269807,268767,273796,280016,282181,285959,287548,293014,294593,296491,298451,301776,306916,313010,319043,323765,327723,331713,335657,339652,344578,351148,358465,365038,369858,374452,376661,378473,380995,384007
394860,236,"Midland, TX",msa,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167507,167714,168192,168664,168914,168540,168072,167378,165372,163265,161458,161231,161443,161958,162455,162691,162787,162840,163113,162677,162655,162426,162646,162379,162464,162408,162942,163816,165256,166501,167625,168849,169087,169121,169103,170431,171957,173699,175293,176673,178468,180326,182680,183723,183875,184809,186567,189189,190099,191413,193049,195386,197169,197821,198710,200302,202703,203835,204042,204385,206073,208316,211683,213505,215169,215748,216601,216216,215685,216105,218069,220380,222474,223207,221768,219437,216810,215100,214520,215167,216368,216501,215085,212920,211020,210297,209490,209907,210789,212205,211914,211847,211673,212165,211797,211818,210989,211853,213510,216043,217193,217886,219520,220953,221658,222636,224198,226024,228146,229922,232135,234373,236872,239766,241762,244656,248536,253064,257715,261994,265234,267422,268516,268990,269566,270494,271410,271438,271612,271664,271136,269571,268698,268479,267967,267341,265862,263813,261703,260896,259989,260137,260482,261865,262501,261221,260339,259030,260276,261575,263689,265536,268235,270642,273302,274786,276217,278394,280091,282655,284152,286317,287211,288244,288731,289177,288622,288248
394539,237,"Dover, DE",msa,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223385,220836,219196,215777,213495,211586,210974,210881,211287,211979,212829,213431,213382,212036,210095,207295,205306,203648,202392,201442,200903,200409,199907,199116,198913,197727,196008,193623,192697,192353,191624,190795,190328,190684,191021,190466,190060,188777,187829,186362,185201,184510,184498,185053,185517,186355,187352,188314,188671,188314,188260,187974,187785,187403,188120,188996,190498,191780,193430,194907,195887,196410,196436,196110,196145,196356,196483,196825,197623,198893,200093,200976,201620,202063,202010,202034,201482,200998,200802,201299,202395,203594,205455,207285,208948,209679,210071,210531,210804,210755,210160,209605,209380,208989,208764,208693,208978,209583,210299,211561,212828,213968,215327,216804,218179,218660,218730,218856,219217,219489,219510,220040,221723,223649,225684,225826,226040,226045,227126,228459,229507,230604,231376,231892,232025,232599,233854,235513,236781,237865,238713,239873,240979,242459,244473,247011,249638,252009,254345,256938,259977,263022,266940,271341,276690,282238,287144,291394,294539,297919,301619,305752,309716,313711,317332,321260,323821,326125,327855,329836,331808,333475
394651,238,"Greenville, NC",msa,NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145105,145881,145939,146320,146035,145989,144473,143060,141495,141156,140561,139940,139511,139389,139266,138899,138131,137263,136525,135895,135381,134941,134423,134006,133669,133753,134008,134279,134683,134984,135273,135256,135080,134461,133572,132715,132301,132310,132067,131784,131200,130935,130546,130321,129862,129330,128674,128023,127611,127930,128625,129050,128888,128175,127709,126998,126730,126270,125980,125771,125639,125941,126235,126535,126580,126356,126107,125831,125706,125836,126136,126365,126586,126729,127038,127200,127261,127386,127466,127580,127487,127066,126993,126983,127380,127332,127089,127151,127156,127280,126993,126800,126747,126630,126556,126572,126874,127096,127203,127272,127706,128138,128545,128803,129149,129693,130114,130412,130405,130455,130743,131234,131891,132535,133218,133640,134083,134403,134768,135045,135508,136074,136652,136998,137446,137709,138102,138590,139379,140244,141038,141699,142349,142783,143380,143769,144500,145113,145861,146398,146900,147493,148088,148664,149268,149978,150727,151548,152370,153492,154737,156076,157507,159024,160569,162219,163820,165616,167145,168661,171132,,,183611,187663,192359,196238,199289,202012,204977,208821,211946,215102,217517,220273,221969,223092,224188,225608
394406,239,"Bowling Green, KY",msa,KY,102381,102740,102746,103008,103114,103373,103590,103890,104030,104249,104503,105205,106029,106633,107022,107466,107945,108182,108312,108397,108689,108747,108892,108996,109040,109054,108987,109087,109197,109508,109840,110318,110776,111101,111214,111216,111365,111637,111944,112045,112125,112335,112614,112892,113154,113630,114000,114358,114712,115214,115605,115813,116056,116506,117157,117737,118263,118881,119234,119568,120487,121791,123083,123570,123944,124063,124311,124406,124786,124851,124975,125155,125629,126082,126285,126155,126016,126231,126645,127258,127813,128801,129697,130315,130577,130943,131360,131613,131705,131815,131831,132061,132211,132651,132829,132985,133277,133467,133849,134192,134438,134407,134210,134315,134261,134195,134181,134382,134393,134331,134229,134176,134148,134216,134333,134343,133992,133419,132805,132463,132453,132480,132628,132504,,129379,127851,127879,127981,128235,128260,127058,126012,124709,125778,126651,127864,127849,127593,127471,127350,127269,126964,126631,126335,126246,126288,126609,126889,127092,127200,127305,127409,127420,127464,127608,127610,127689,127664,127794,127891,128006,128265,128217,128185,128089,128287,128456,129038,129128,129268,129629,130602,131612,131538,131247,131048,131340,131793,131875,131810,131862,132193,132630,133035,133536,135549,137351,139069,139340,139613,139979,140194,140609,140873,141584,142399,143333,143991,144471,145097,145781,146504,147339,148050,148948,149816,150853,152022,153122,154387,155518,156819,157972,159140,160227,160975,161709,162093,162734,163318,164207,165169,165940,166392,166798,167196,168002,168586,169622,170222,171234,171966,172741,173397,173878,174671,175409,176001,176353,176376,176446,176618,176871,177069,177076,177534,,172553,169519,,170941,172391,173833,176276,178688,180911,182802,185040,187526,191085,194350,198095,203830,209102,213160,213477,214108,215314,216655,218815,221050,224240,226581,227826,229050
394559,240,"El Centro, CA",msa,CA,,,,,,,,,,,,,88378,88547,88902,89597,90340,90995,91645,92403,93140,93679,94425,94959,95679,96337,97164,97815,98351,98043,98025,97980,98775,99298,99714,100101,100413,100843,101263,102009,102577,103411,104260,105305,107163,108689,110305,110943,111901,113015,114260,115603,117107,119008,121164,123199,125103,127801,130962,134374,137103,139496,142350,145020,149005,153160,158725,162686,167066,170437,173648,176947,180514,184873,188317,189646,190672,190964,192437,193034,193581,193541,193472,192057,190269,188458,187950,187570,187379,185696,183258,180937,179284,178575,176920,175105,173824,172308,170096,166690,160313,154470,148235,145440,142619,140493,138205,136324,134471,132893,131293,129391,127636,126311,125623,125132,124519,124059,124029,124127,124238,124051,123689,123657,123368,123253,122602,122164,121639,121208,120435,119707,118979,118399,117514,116896,116223,115794,115231,115127,114996,114860,114508,115620,,,125357,125122,125209,125347,125796,127057,127377,127857,128411,128847,128059,126654,126771,128452,130064,129818,131237,133945,136894,139678,141370,143097,144185,145529,146059,146150,147708,151777,154692,156364,157769,160509,163669,166441,170179,173321,176143,177330,178166,179386,179871,177714,174931,172485,172821,173790,175470,178924,181569,184823,185828,187247,186625,186525,186054,186865,188873,189973,190419,189955,191449,193241,195920,196465,194773,192393,192174,194087,195337,197588,199109,200333,199652,201538,204117,206698,206994,208299,209786,212164,213682,214273,213843,213070,213024,214317,215414,216748,217438,217402,215711,215143,215590,217920,219225,220573,221494,221032,220420,221056,224217,229447,235248,240111,243869,245289,246561,249163,255923,266365,275489,281881,286252,289360,293781,296731,300167,303221,305585,311049,314142,318547,322568,327887,337200,344989,350749,349726,347826,348774
394729,241,"Joplin, MO",msa,MO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94132,94265,93803,93132,92167,91479,91415,91223,91119,90330,89646,89263,89168,89092,88604,87737,86896,86007,85340,84708,84492,84481,84352,84224,84203,84560,84693,84682,84792,84955,84928,84657,84237,83907,83618,83343,83231,83053,83178,83291,83568,83690,83749,83775,83826,83598,84075,84527,85426,85546,85579,85596,85419,85535,85461,85765,85683,85748,85800,86191,86622,87006,87617,88236,88723,90774,92997,95670,96595,97357,97409,97569,97847,98712,99778,100894,101881,102897,104148,105027,105721,106246,107073,107833,108398,109046,110029,111048,112053,112571,112890,112965,112602,112281,112173,112167,112229,112390,112897,113497,113672,114024,114302,114814,115306,115798,115857,115848,115747,116245,116787,117501,118029,118504,118840,119130,119621,120408,121331,122110,122701,123343,123924,124532,125157,125837,126229,126551,126941,127639,128330,129117,129894,130806,131476,132011,132461,132743,133093,134493,,133810,,,137188,138409,138237,138732,139635,140074,140702,141232,142663,144325,146253,147914,149246,150273,151177,151927,153189,154613,156336,158120,160595,163661,166906,170147,173856,177082,180174,183086,186196,189190,191142,192884,193594,194158
395162,242,"Torrington, CT",msa,CT,155310,156032,156107,156772,157444,158896,160417,161937,163291,164364,165030,165731,166433,167224,167507,168285,169899,171869,174022,176007,178557,180502,182240,183786,185202,186460,186993,188099,189440,191147,192752,194232,195724,197691,200059,202710,204900,207223,209151,211258,213198,215889,218608,221507,224455,227313,229591,231713,232953,234065,234714,237098,239784,242660,244081,245780,247663,250077,252442,254915,257256,259376,261672,263899,266427,268721,271178,273737,276479,279316,281656,283979,285841,287694,288390,289599,290575,291928,292930,293864,294121,294206,293248,292343,290879,288748,288356,288649,290391,289971,289177,288097,287892,287523,287071,286471,284906,283639,283127,283650,283535,281206,279193,276402,274993,273518,273465,273862,273226,273001,272108,271478,269294,267888,265922,265566,263493,262463,258630,254951,250358,249447,248119,246989,244360,243748,243621,243641,244312,244729,244583,244484,244729,245098,244614,244092,243467,242220,241551,239919,238932,236035,234284,230681,227567,224195,219907,217048,213674,212490,209160,208228,206278,206682,206677,210101,217208,222844,223719,221312,221394,225431,228833,230840,231189,232007,231900,230840,229274,228349,230285,231041,231333,228553,227211,224617,224637,222650,222291,221365,223934,226195,227854,227482,227576,228263,228932,229277,228789,228406,228216,227616,227155,225983,226861,227015,227769,227609,228128,228681,228568,228854,229224,229160,228371,227292,227562,228314,230218,231300,233428,234097,235103,235115,235926,236925,237530,237016,236899,236825,237773,238417,239560,240392,240516,240172,239624,238871,238062,237363,238404,240056,241897,242117,242059,242334,242770,243131,243192,243609,243116,242860,243129,244573,246311,248029,250418,253880,258551,263586,268792,273176,278414,284488,291586,297815,302476,307254,312421,317190,320795,322302,324812,326864,328352,330653,333218,338055,342033,344797,346869,347782,349992,352039,353414,353533
394712,243,"Jackson, TN",msa,TN,93937,94052,94109,94212,94282,94414,94571,94679,94939,95221,95761,96219,96942,97320,97636,97552,97419,97309,97173,97311,97350,97513,97560,97623,97747,97921,98075,97921,97819,97784,98026,98094,98179,98258,98286,98363,98516,98777,98906,98843,98983,99098,99315,99547,99806,100150,100207,100430,100649,101033,101287,101454,101571,101606,101730,101744,102017,102203,102555,102713,102906,103139,103637,104276,104896,105454,106069,106685,107193,107661,108025,108485,108934,109529,109937,110345,110572,111014,111378,111926,112252,112416,112519,112573,112717,112850,113043,113345,113659,113880,113865,113853,113737,113677,113463,113298,112953,112854,112826,113019,113182,113159,112801,112100,111374,110677,109402,108901,108382,108452,107685,106959,106323,105881,105767,105825,105778,105992,106499,106885,106677,105952,105717,105687,105999,105655,105355,104700,103945,102967,101995,100533,99032,97934,97611,97210,96790,96405,96329,95989,95852,95997,95723,95483,94997,94989,95623,96963,97725,98379,98225,98662,99029,99360,100149,100546,100635,99947,99142,98694,98566,98630,98912,99144,99498,99634,99979,100006,100206,100230,100230,100098,99741,99439,99220,99217,99263,99347,99180,99158,99339,99629,99936,100326,101047,101840,102413,102780,102854,102903,102992,103254,103397,103485,103412,103272,103163,103057,102988,103041,103154,103322,103397,103310,103462,103792,104571,105388,106144,106992,107949,108791,109737,110488,111192,111630,112293,113123,113807,114280,114834,115557,116174,116718,116953,117452,117897,118174,118226,117765,118098,118528,119328,119687,119666,119817,120257,121301,122361,123438,124457,125656,126597,127293,127807,128455,129237,130221,131434,133223,134560,135942,137748,140631,143862,146281,148778,151356,154500,157555,160651,163626,165108,167085,168930,172835,175022,177904,179787,183779,186542,188677,189216,190394,192228,195077
395018,244,"Redding, CA",msa,CA,78038,77976,78152,78477,78923,79348,79839,80450,81012,80520,79923,79343,79764,80164,80726,81258,81947,82702,83809,85097,86198,87282,88360,89655,90581,91398,92061,93067,94219,95726,97024,98349,99528,101644,103786,106392,108182,110563,112429,114515,116024,117618,119604,121353,123383,124617,126468,127713,129442,130009,131444,133090,135409,137911,140924,144356,147023,148828,150722,153132,155696,156672,158686,161394,165954,169568,172921,176195,179043,181786,184395,187065,188408,189886,192317,194839,197363,198392,199036,198005,196371,195390,194494,192868,191217,190776,190939,190831,188906,186559,183532,182584,182586,182614,180042,177950,177141,177112,175332,171865,168134,164487,160662,157297,154438,152624,150709,148945,147405,146324,145266,144130,142898,141959,140101,138191,136560,136159,136051,135805,135685,135822,135926,135585,134880,134102,133543,132809,132189,131787,131141,130437,129402,129119,128345,127598,126528,125943,124174,122464,120413,119930,119327,119662,119853,120540,120726,120854,120953,120719,121076,121450,122502,123318,124565,125371,129163,133040,137800,137964,137787,138613,142568,146804,150078,152342,154710,156776,162654,168811,174957,177179,179017,180780,182921,184980,187422,190307,193240,195839,196898,198121,199898,202595,204611,205784,206552,207266,208329,214430,221008,227830,228935,229249,228569,229326,230728,233126,233161,233803,233871,235011,236359,237625,238868,239585,241189,243708,246492,248971,249602,249539,250361,251632,253616,254718,255625,255639,255999,257537,259664,260579,260150,259837,260812,262722,264491,265979,267364,268893,269444,270691,272831,276128,277614,277716,277911,278312,278775,279313,279033,278850,277914,279834,281504,282052,283034,285547,290351,295700,300106,304726,307464,310678,315181,322173,329739,336972,345545,353093,359543,360334,361110,362748,365369,369219,371798,376836,380551,382906,383713,382349,379281,375342,371959,369941
394748,245,"Kingston, NY",msa,NY,119529,120358,121177,122797,124085,125209,126307,127199,127970,128550,129484,130542,131597,132589,133543,134541,135821,137045,138442,139430,140490,141363,142515,143666,144893,146266,147763,149314,150955,152581,154401,155875,157349,158636,160017,161374,162834,164311,165954,167669,169688,171853,173977,176969,180169,183849,186668,189591,191988,193176,193931,195274,198667,202180,205663,208529,211576,214187,216531,219375,222350,225518,227866,230314,232967,235746,238924,242132,245570,249146,251962,254305,255968,257526,258723,259872,261318,262027,261586,260678,259696,258725,257901,257559,257461,256976,256297,255677,255323,255300,255509,255670,255512,255946,256861,257213,256684,255552,255286,255336,255070,254631,252934,251775,249898,247224,243763,240422,238608,236812,234989,232836,230193,228898,226996,224501,222735,223965,225372,225933,224968,225660,225983,226738,226205,225761,225188,225943,225480,223632,221335,219446,217611,216659,217099,216953,216539,212925,209555,204073,201491,200167,200061,199661,200235,199835,199696,198340,198147,199178,198948,199354,198442,197583,196320,194419,194528,195149,195203,194647,193943,194526,196311,197989,199913,200431,200898,200644,200152,199956,200290,201661,202898,204109,204749,204651,204166,203125,202841,202955,204238,204609,205690,206174,207140,207611,206782,206080,205054,205241,205169,204606,203763,202600,201375,199834,198561,197832,199028,200253,201487,201326,201842,202589,202566,202561,202929,205195,207649,209545,211069,212940,214871,215582,214893,214348,214272,214949,214133,214057,215312,218599,222832,225644,227537,228986,230614,232515,233246,234246,235709,237963,239571,239627,239819,240807,242651,243744,243839,243837,243926,244347,244400,244464,244638,245670,248052,252922,262028,271427,280191,286226,293501,301396,309027,314857,321627,327634,334709,339462,344624,348862,353567,356648,359259,361009,363794,365348,368969,372296,374759,373603,373078,373766,377411,382217
395246,246,"Yuba City, CA",msa,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183498,186594,188587,192968,196596,201121,205732,210388,214869,219203,224049,228673,233524,238939,244787,250836,255802,260418,264978,269704,274483,279141,282725,285883,288599,291104,292898,293953,294525,294158,292869,291302,289213,287161,284507,281590,278712,275526,272358,268481,264987,262997,261587,259277,256439,249197,243287,237827,236276,233896,229459,224474,219531,214924,210243,204744,199603,195417,192756,190634,188851,187295,185828,184479,183271,182258,181319,180668,180180,179832,179545,179387,179335,179224,179006,178739,178304,177738,176941,176190,175891,175547,175171,174418,173919,173375,172517,171507,170452,169546,168795,168276,167878,167406,167118,167076,167308,167580,167985,168337,168839,169339,170111,171072,172207,173473,174914,176847,178994,181254,183480,185866,188239,190668,192960,195314,197450,199531,201594,203431,205390,207078,208895,210336,211557,212458,213124,212679,212057,211361,211648,211940,212339,212921,213772,214720,215537,216229,215825,215510,215120,215183,215965,217446,218161,219696,222032,226522,229040,230343,230845,232475,234569,236587,238198,239615,242739,244971,247119,248135,251529,255447,258740,260939,262474,265410,267792,270575,271623,273876,276676,280168,281314,281395,282279,283523,285259,285888,287447,288210,290112,291297,291913,292547,294130,296180,297891,299450,301497,303264,304344,304399,305439,305471,307569,309861,313004,314107,314213,314973,317834,323441,329411,334855,336892,340328,343353,346992,352528,361246,373956,386150,396018,402298,406572,411549,416334,421957,425585,429659,433169,437581,439888,441064,435737,430761,425233,424288
394707,247,"Iowa City, IA",msa,IA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184998,185098,185006,184684,184343,184018,184091,183901,183667,183322,183227,183255,183398,183633,183832,183714,183723,183840,184127,184223,184281,184443,184418,184467,184224,184019,183617,183071,182524,182006,181825,181955,182247,182664,182945,183284,183639,183665,183663,183501,183644,183708,183836,184091,184437,184955,185543,186016,186442,186713,186859,186859,186979,187414,187907,188379,188826,189275,189671,190098,190477,190977,191931,192960,193903,194503,195211,195725,196065,196332,196815,197418,198125,198732,199480,200144,200969,201579,201915,202077,202284,202196,202104,201834,202151,202651,203349,203939,204473,205103,205932,206579,207161,207407,207943,208461,209268,210206,210908,211656,212260,213268,214383,215502,216456,217383,217938,218670,219274,220188,220770,221520,222306,223192,223831,224483,225132,225639,226056,226484,227176,227551,227762,227851,227978,228105,228216,228609,228880,229460,230118,231088,231512,231801,231078,230584,230247,230575,231060,231357,231983,232594,232961,233479,233962,234629,235221,235914,237226,239489,242041,244207,245674,248311,252078,256182,259346,261157,262834,265936,269394,272850,276212,278795,277794,275587,273673,274472
394896,248,"Muskegon, MI",msa,MI,92686,92803,93075,93566,94237,94924,95667,96399,97116,97670,98136,98448,98837,99279,99868,100267,100517,100563,100665,100835,100992,101230,101506,101870,102333,102778,103196,103356,103436,103558,103828,104095,104079,103964,103895,104021,104309,104399,104498,104481,104632,104442,104228,104046,104503,105132,105681,105951,106184,106477,106837,107085,107493,108021,108829,109539,110021,110434,110720,111123,111428,111711,111907,112097,112259,112490,112786,112971,112898,112472,112049,111806,111759,111538,111171,110802,110796,110792,110673,110714,110972,111604,111646,111495,111051,110672,110364,109799,110021,109257,108182,107882,107582,107723,106659,106480,106257,105832,104900,104193,103462,103853,104382,104344,103717,102559,101491,100183,99255,98851,98658,97899,96205,94394,92843,91868,91262,91468,92099,92613,91508,90161,89813,89728,90452,90072,90200,89521,88433,87736,87099,86675,85871,85235,84746,84113,83308,82333,81461,81358,81465,81586,81085,80388,80557,80768,81318,81333,81438,81777,82313,83247,84258,84856,85386,85468,85757,85816,86219,87229,88277,89484,90312,91024,91361,91365,91496,91829,92202,92401,91972,92124,91870,92367,92583,93407,94043,94409,94662,94962,95155,95708,96223,97640,98753,99964,100854,101233,101548,101233,101651,102153,102937,103667,104209,105240,105862,106712,107115,107937,108762,109762,110687,111505,112106,112537,112925,113929,115159,116145,116917,117581,118520,119385,120255,121429,122862,124579,126277,127313,128210,128869,130095,131144,132453,133532,135003,136719,138588,140228,141324,142426,143055,143372,143229,143385,143703,144502,145281,146496,147684,149482,151179,152465,153640,154559,155881,156929,158227,159855,161543,163174,164774,167147,170286,173677,177400,181400,185543,188782,191916,194364,197223,199652,202920,206275,208986,211516,213189,214833,215672,216998,216245,216401,216238,218710
394299,249,"Abilene, TX",msa,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102756,102779,102933,103005,103107,102928,102879,102715,102188,101582,100994,101076,101395,101815,102125,102164,102184,102127,102106,102038,101531,101041,100360,100137,99647,99467,99107,98985,98674,98450,98286,97543,97093,96616,96968,97300,97694,98068,98636,99426,100197,100752,100890,101362,101144,101242,100937,101119,101441,101399,101159,100657,100877,101599,102461,103137,103812,103976,104281,104582,105302,105829,106469,107207,108013,108541,109089,109562,109688,109849,109895,110227,110191,110217,110307,110730,110961,111349,111395,111069,111091,111735,112845,113599,114293,115107,115761,116124,116490,116913,117473,118250,119119,119344,119554,119699,120401,120960,121155,121259,121104,121409,121834,122529,123411,123611,123631,123399,123993,125025,126195,127245,128168,128906,129523,130137,130435,131043,131379,131952,132182,132434,132786,133280,133726,133959,134173,135179,136214,136871,135851,134939,134388,135006,135767,136527,137238,138040,139020,140185,141531,142939,144276,145277,146206,147105,148250,149656,151695,153916,156676,158812,161159,163277,165853,167953,169689,171529,173669,176171,178407,180299,181504,182486,183600,184373,184436,183263
